text,label
쫌 올라가자 그동안 속태우지 않았니,2
너무 잘했다,1
떨어져도 웃고 올라가면 더웃고 ㅋㅋㅋ,1
3년 가지고 있다가 85에 못 빼고 이제야 뺀다 7만원대에서 입 벌리고 기다릴게 빨리와,1
"3천만원어치 사고 묻어두면, 내년이맘떄, 4천만원으로 돌려받는 마법의 쎔쏭!!


이 되기를... 비나이다 비나이다.. ㅋㅋ",1
"#외인들이 3일동안 매수하는단위가 역쉬.틀리네요
3월은 약보합  조금씩 왓다리갔다리하는달",2
입성,2
.,1
내가 사니까 기가막히게 쭉쭉 떨어지네 ㄷㄷ,1
또다시 돌아왔습니다,1
호재가많네요,2
16%     이익이   10%로   내려왔네     수량 이나  늘려보는데   힘쓰자,1
기다려 2년잡고 기다려,1
"알지? 엄마는 공병, 아빠는 폐지. 
뭐해? 출발",1
개미가 팔아재끼고 외인 기관이 사니까 쭉 오르겠네,1
기분좋네요,2
까비... 58층에사 내렷는데ㅠ,1
"외국인은 다 매도하고 힌국인이
다 받아먹는건가..?",0
다시한번 말하지만 단기호재가 아닌 중기호재입니다. 외인들 꾸준히 팔았던것처럼 꾸준히 말아 올릴거에요. 투자기관들 목표가 수정할테고요.,2
"총알이. 없네
빚 내서는 못사고",1
4만전자 우려가 아니라 3만까지도~~~,1
방어력보소,1
자사주 매입은 언발에 오줌누기,1
"아니 이걸 왜 안올리고 자회사 
레인보우를 ...",1
개미 매입량이 줄어들어서 일부로 4까지 깨트리고 언론 보도  유도한건가  저가 매수세 들어으게 하려고..???,2
레전드긴하지 ㅋㅋ,1
드뎌 내 평단까지 다와간다 !! ㅎㅎㅎㅎ,2
국장은진짜최악ㅋ,1
외국넘들 저금통이네,1
"-450만원 손절했습니다. ㅠㅠ

룰을 안지킨 대가가 혹독해서 손절라인은 지켰네요…",0
얼마에 들어가는게 적당할까요? 일단 지금은 아닌거같음,1
재용이랑 2인자 능력 없는거 모르는 흑우없제?,0
내 무습다~~,1
하이닉스처럼 올라주라,2
삼전이 진짜 위태롭다고 하던데 위기인지 기회인지 잘 판단하시길,2
치킨,1
사실 해외는 이미 비트코인 ATM기기도 있고 결제가능한 매장들 많음.,1
3달전에8만원대이던게 5만원대도 휘청하네,1
버티지 말고.. 내려왓,1
기머띠,1
언제나 제자리 걸음?????,1
피폭뉴스 떴네요,1
"에이,아이스 아메리카노나 한잔 때려야긋다
타이밍...항상 타이밍이 문제야~...♡",1
오늘 최고 538 예상,2
ㄱㄱ,1
ㅋㅋ 바보들 11월 14일 옵션만기일이다. 기관 외국인은 양매수걸어뫃고 개미들이 롱 배팅들 쳐 해놓니까 청산하라고 재촉이는거야... 그러니까 물타기는 14일 이후 금요일부터 드가면 되는기야.. 나도 이때만을 기다리면서 -10퍼 여도 물타기안함,2
인구야..,1
🎑,1
"삼전 인기 많네요
토스  에 삼성주주나  삼성주주 아니신 분들도 글 많이 올리네요",2
그냥 탈출 시켜 주신거에 감사…,0
"전 이제 버리고 엔비디아로 갑니다~
내일은 오를꺼에요~ 제가 팔아서~^^",2
"저번 고점인 59000원에  물려있는 개미들... 오늘 드디어 올랐다! 평단이다
또 저번처럼 떨어지겠지? 탈출해야겠다ㅠㅠ
본절이라도하자

내일 또 급등후 아씨..팔지말걸..ㅠㅠ

결국 그냥 진득하게 기다리는사람이 수익봅니다 지금은 저번이랑 달라요
기다리세요",2
야 멀었어 생색은,1
이거왜삼,1
아이고 참이다 ㅠ. 탈출,0
777 그냥 숫자가 맘에 들어서 777주 삼,1
"주봉 키셔서 5이평 닿을때마다 저항으로 계속 떨어지는거 확인 하시구요.
스윙~중기 대응을 원하시는 분들은
1.  최소 일봉 캔들 쌍바닥~역헤숄 밥그릇모양 그릴 것.
2. 역배열중인 이동평균선이 짬뽕마냥 수렴할 것.
3. 60이평이 상방으로 틀고 캔들~5~20이평이 그 위에서 웨이브타는 정배열이 갖추어질 것.
4. 일봉으로 먼저 1~3 과정을 거치고 주봉까지 1~3과정을 거칠 것. = 찐 대세상승
 며칠~몇주사이에 충족시킬 조건이 아니죠.
 위 조건들이 만족할 때까지는 박아놓고 세월아네월아 기다리기 보단, 짧은 대응과 현금 확보를 해두셔야 정말 좋은 상승 먹을 수 있습니다.
 이 시장은 살아있으면 반드시 좋은 장 오구요. 그땐 벌기 쉽습니다. 당장이 그런 차트가 아닐뿐이죠.

 제가 위에 말한 저 조건들 짧은 봉에서도 다 나옵니다. 그런 자리들이 단타자리가 되는거구요. 결국 큰봉의 힘이 중요합니다.

 좋은날 올겁니다. 주주님들 화이팅하세요💙",2
오바로크 회사냐?,1
받아올리기,1
괴로우나 즐거우나 나라 사랑하세,1
"언제쯤 삼전이 정상범위로 날아갈까요?
그래도 삼전이 코스피 대장인데.. ㅠ
외인들이 들어오질않네요..",2
"삼전 최고의 기업 
재용이는 병철이의 뚝심+ 건희의 꾀를 닮은 황금소",2
어제 매수 안한거 칭찬해~~♡♡,2
티켓팔아요. 2장 남음 선착순,1
런,1
찐반인가 ㅋㅋㅋ,1
블록딜 가격이 비싸다는 표현인가?,1
"3년만에 털어내는데 성공..

더 올라도 미련없다",2
7층 되자마자 팔려는데 쉽지않네요...,1
외인이 온다~~,1
"미장에서 오른거 다 까먹어서 황밸 맞춰주는 내 증권계좌 정상화의 신, 국장",1
오늘 60층 다시 트라이 하는데 크게 뚫어주는 그림 나오길,1
어닝 서프라이즈에 경쟁사 지진나는데 주가는 ㅎㅎ 한국프리미엄? 안될 곳이다,2
"2년 넘게 정들었는데

타종목들 단가 조정을위해

셀 삼성 합니다

다들익절하세요",1
"삼성 주주도 아닌데 웅장해지네
한국 대표 기업 삼성이 더 잘나갔으면…",1
"삼전 안보이기 하니 마이너스가 확 줄었내 ㅋㅋ
10년 배당 받으면서 버티려 했는대
20년은 받아야 할. 듯 ㅋㅋ",1
"지난주에 나를 낚으려는건줄도 모르고

이제 오르는줄 알고 5만9천원에 샀었지

두번은 안당한다.

4만전자까지 추매안한다.",0
"지금 여유주식자금 있어
딱 1군데만 해야 된다면",1
"삼전에 물린사람이  많은데
급등이 나올수가 있을까
평단만 와도 내던질 사람들 천진데",1
잘 먹었습니다,1
삼성은  외국  나가서 보면 자랑스러운  국력 입니다. 열심히 분발 해서 일등기업 으로 남아 주세요..  삼성  홧팅!!!,1
.....,1
떨어져라....빨리,1
"절반 손절 
내일 퐁락하면 다시 물타겟습니다.",0
내 자식들 다 오르는구나,1
내일 날아가네,2
한국 개미들 대단하긴해 그치만 우리가 막기에는 한계다 ㅠ,0
"개인적인 생각으로 악재도 이미 과하게 반영 되었고, 바닥도 충분히 다져진 상태라고 생각합니다.  커뮤니티나 여러 공포를 조성하려는 기사들도 쏟아지는거 보니 이제 슬슬 때가 되지 않았나 싶습니다. 물론 삼성이 무거운 주식이다보니 상승할때도 오랜 기간에 걸쳐 조금씩 상승이 이뤄지니 그점은 유의하셔야 합니다. 그리고 제발 금투세가 폐지가 되기를 바랍니다.",0
내일 가장 싸다 ㅋㅋ 맞다,1
"위안이 될까해서 ..
프리마켓에서 엔비디아
마이크론 올랐어요
내일 쪼매 기대가 됩니다
좋은 리포터가 나왔으면 좋으련만...",2
국내장은 그냥 눈치게임이구나..,1
곧 사기 좋은 적기같군,2
영ㅊㅏ,1
어닝서프라이즈인디 망한겨????,1
"2년전 주가 보명 답 나론다
답 없는 인간들뿐이라 안타까움 ㅉㅉㅉ",1
아 짜증나네,1
"조선 일짱이라 무겁긴 하겠지만
너무나도 실망스러운 무빙은 참...;;;;;;;;

개인적으로 삼전 기사도 기삿거리 안되는거 같아 요즘 뉴스 메인에서도 안보이는것 같아서 좋은 시기 같긴 합니다만 너무 굼떠서 미치겠네요 ㅠㅋㅋ",1
"개장 초반 프로그램 매매

외인은 제이피모건창구로 크게 긁어가고 있네요",1
영차영차 다들 힘내시죠,2
사만전자 축축!!!!!,1
매도걸어놨는데 팔렸당,0
"추격매수 
월급의 70%를 s전자 매수하는 1인",2
대두창 체포에 코스피 환호성~~,1
"선생님들요
얘가 8만원에서 멈출걸로보입니까
돈벌라면 진득하게 기다리소",1
급물살 주의~ㅋㅋ  올라라 날아라~~~,2
인버스 사라 했거늘...다들 안녕하신가요,0
"내가 얘 떨어진다 했지? 
근데.. 아직 더 떨어지겠다 7만 초반까지 떨어졌다가 또 급반등해서 8만갔다 또 떨어질꺼니 7초반에 들어갔다 7중반 이후에 팔아먹어~",0
5만대 오면 매수간다,2
"오늘은 뺑끼야 조금 올려주고
내일 또 확 내릴꺼야
암",1
5.9에 애개리 쭤억!,1
국장 개잡주 탑쓰리 삼전 네이버 카카오,0
"좀 배워라 이것들아.
주주도 아닌 주둥이파이터들 참 많네.",1
생각보다 안떨어졌네,1
외인 들어올때 들어가세요 ㅎㅎ,1
예민한 녀석,1
PBR0.9배는 너무 선넘긴했지 ㅋㅋ,1
눈치싸움 오진다,1
아직은 잘 모르겠네…,1
삼성은 빨리 임원 정리해고 방안 마련 해라,1
삼쪽이 폭등 ㄷㄷㄷ,2
어느순간 팔리고 다시 내려가네요.다행인건지~,1
5만5천까지 내려간다 조심들 하셔,2
6만 뚫리나요~~~~~~!,1
이걸 왜 삿을까?,1
6층 오겟죠..,1
와이카누,1
헛소리하시는분들 많네요 저도 삼성 응원하지만 시총300조 30프로 약100조.. 트럼프 업은 코인삘나는 테슬라도 하루에 30프로는 안가용ㅋㅋ,1
호재가 있어 조금 기대해봐도 될듯..,2
나도 안팔고 기달,0
"오늘도 수고하셨습니다.
밥이 목구멍으로 안넘어가네요.
천만원 손실 나면 뛰어내리겠습니다.",0
삼전으로 원투펀치 맞을줄은 몰랐네....,1
나도 그땐 애국외인 매국기관이라는 자극적인 단어를 사용할수밖에 없단다 얘,1
"뭘또 내 평단까지 내려온겨 
위로 가라",1
끝난듯,1
"탱크도 이동하고
헬기도 국회로 이동하고
난리나겠네요ㅜ",1
자2차전 시작,1
진짜 디질래?,1
오늘은 어찌 될려나,1
안녕 다신만나지말자고~~,1
"몰빵 물타기 하지말고
떨어질 때 마다 두 배로 물타기
그것만이 유일한 정답",1
785 뚫리겠는데?,1
매일매일 최고가 갱신!꙼̈ 이대로면 새해에는 8만되겠쬬 ?̊̈?̊̈,2
구조대 감사합니다 퓨ㅠㅠ,1
잘 생각 해보자 뉴스보고 들어왔다면 런이야 엔비디아가 물량이 딸려서 삼전에????? 그럴 필요가 없지 성능도 성능이고 수취률도 낮은데,2
이번주 슈카월드 주제 ㅋㅋㅋㅋㅋㅋ,1
그냥 매도만 줄창했다는 소리네..,0
"삼전이 하락세이지만
지금보다 더 저점이 있을수도있지만
결론은 삼성이 망하면 우리나라도 망할거에여

지금은 비록 이런상황이지만,
분탕질하는 커뮤 무시하시구
저같은 주린이분들은 본인 신념대로 ㅎㅎ

많은것을 얻으려면 많은것을 잃으려는 리스크도 본인이 책임져야하니깐요 ㅎㅎ",0
탈출..,0
"3조 주식소각 효과는 산술적으로 500원 미만.
3조 추가매입은 임직원 나눠주면 산술적으로 0원..
tsmc가 인텔 파운드리 인수해서 살려버리면, 삼전 파운드리는 산소호흡기 떼는 상황..
하지만 주가는 1000원씩 오르고 외인들이 마구 산다
큰 악재가 없는 게 호재인걸까..
오늘 뺐는데 내일 아침 다시 들어가야 할까",1
이거 양도세 절세용으로 하시는거 맞죠?,2
"매주 1주 모으기해서 6% 올랏는데 손절해야할까여? 
반려주식하고 싶었는데 재용이형 보면 퀠컴으로 갈아타야하나 싶구…",0
우리나라. 주식 시장 걱정이네요 ㅜ,1
뭐하냐,1
자사칩 빼니까 s25 겁나게 팔리네 ㅋㅋㅋㅋㅋㅌ,0
오늘진짜 개미가 다주웠는데 결과는 이제나오겠지ㅋㅋㅋㅋ,1
아니 이게 맞아????,1
진짜 개잡주 되버렸네,0
개잡주..ㅜㅜ,0
외인이 못견디고 들어왔네 ㅡㅎ,1
이건희 회장님 생존해 있었다면 경영진 모조리 모가지인데....그 잘나가던 삼성이 무능한 경영진으로 인해 이래 망가지나??,0
"지금이야
슬슬 준비~~",1
7000원 무너는질건데 어디까지인가?,1
줄때먹길 잘했네,1
진짜 미치겠네  뒤저라,0
.,1
"캬 정확히 5년 전 주가로 회귀
삼전의 잃어버린 5년..
누구의 잘못인가..",1
"낙폭과대라 일시적인 기술적 반등일지..
아니면  저점 찍고 전고까지 상승 할런지.
아리까리 하네~",1
더 놔둘걸 내가 팔면 오르겠죠,1
.,1
ㅠㅠ,1
"저만 모르나요? 
미국대선? 
중동전쟁?

국내외 주식이 일제히 평균 10% 빠지는 이유는 뭔가요?",1
"성질급한
저는 한달 월급 날리고 마무리하네요ᆢㅠ
속상해서 쐬주나 한잔하러 갑니다요ᆢ
모두들 성투하세요...

다른",2
애 국 매 수,1
누가 이기나 보자,1
"첫 주식으로 샀는데
이렇게 좋은 수익 내줘서 고마워요 삼성!
또 올게용🫶",2
식사들 하시지요~👍,1
언제사든 물리는 마법의 주식,1
😊,1
"AI시대에 마추어 HBM을 개발하지 못하고, 하루아침에 되는 일이 아니라 시간이 필요하기 때문에 기술력의 한계가 와서 외인이 계속 매도하는 것같습니다.",0
"파니까 오르노 내려와라 재진입하게,,,",1
지금 사도 될까요?,1
아시는 분?,1
다 파는데 개미만 받아주는데도 쭉 빼네,1
외인들 더팔께 남았었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미쳤다,2
"하닉 17조 팔아서 이익 7조 

임직원 인센티브로 1조 정도 썼다고 생각해도 5조...삼전이 어쩌다가...",1
내일 오르고 몇일 오르다가 다시 눌림목 한번더 나올듯,2
"비장한 표정으로 리재용 수령님께 눈도장 찍는 차원에서 더 매입쑈하지 않고 뭐하고 있는거냐?? 

고조 날래날래 사라우야 임원 동무들~",1
천천히 우상향중,2
67500 지지선,1
"어제살짝반등주는척한다고
환호성나올때 아직멀었다고했다",1
"아무렇지도않음 
더 떨어져도 삼성 응원함!",0
"사탄이 몰려오고 있습니다.
간절히 기도합시다.",1
내일 엔비디아 통과 발표하나요?,1
조금 내리니 다들 구매엄청하네,1
더사야지,1
몇달을 기다려야 본 을 찾겠냐,1
"순식간에 올라가네
뭐 다시 내려와도 총알준비 완료
올라가도 좋고
내려와도 좋고 포지션 잘 잡은듯",2
8만까지 가즈아~~,2
삼성은 이재용 안나가면 망할듯 직접한 사업들 말아 먹고 선대 사업들까지 말아 먹는중,1
55000까지는 계속 떨어지겠다,1
더 안오를것같기도 하고….,1
주린이인데 삼전 5.7만 선 떨어지면 답없어질 거 같다는 생각이 든다,1
10년 숨기기  해야것어,1
9월 배당 락일 언제에요??,1
흠,1
6층사는 사람인데  물타기했습니다,1
7층 계시나요?,1
"테슬라에서 벌어서 삼전 메우고있어요

이젠 그만하고 싶어요",1
싸다고 주식을 사지 마세요,1
Dd,1
"꽃 피는 봄은언제.
오려나.
제용아나좀
살려주라.",0
존버하면 무조건 우상향인 줄 알았는데 2년지나고 보니 좀 의심스럽다 너란녀석,2
난 모르겠다,1
@[파버나인](A177830)   여기 관심좀 주세요 ㅋㅋㅋㅋㅋ 사람있어요~ ㅋㅋㅋ,1
찾았습니다. 웃고가세요.,1
이거 팔리면 75 밑에서 봅시다 3년 기다렸으면 많이 기다렸다..,1
6만원 아래에 몽창 사야지요~~,1
당황스럽네,1
유앰부영났네,1
3년 넘게 걸렸다 드디어 떠난다🥹,1
"내돈 다날라가네~~
올라가자!!",2
더가지고있어야도나 희망고문하네,1
58 못뚫었습니다. 아직 기대하긴 이름,1
솔까,1
삼성에 입사도 못하는 내가 삼성을 갈구는 날이 오다니! 똑바로좀 하자!,1
몰라,1
오늘은 매수 타이밍 ❤❤❤,2
심심하노 주식도 주말반 만들면 안되나,1
삼성망허자,1
개잡주,0
"얼마까지 오를까요
난아직 파란불",0
"삼전임원진들은 개미들쪽으로 매일 절해야함🧐🧐
삼전 믿어주는 개미들 없었음 얼마까지 폭락할지 감도안잡힘",0
20% 폭락 예상했는데 쩝.. 노잼이네,0
"객관적인 지표 이거 믿을 수 있으면
어떤 안티글에도 휘둘리지 않을 수 있다!

지표는 거짓말을 하지 않는다!!
지금 사모으면 3개월안에 무조건 수익 10000% 난다!!!",2
진짜 국장은 장기투자하는게 아닌듯  적당히 이익보고 빠졌다가 떨어지면 다시 사야되는거 같은데 너무 힘드네,0
다음 시즌을 기약하세요?,1
J,1
이렇습니다,1
훠훠훠,1
"주식 고수님들....
올해말까정 10만 갈까요?
차고차곡 모아 볼려구요.
조언 부탁드립니다.",1
상상도 못했다 증말..,1
ㄴㅇㅅ,1
하이닉스 너무 부럽다..,1
그냥 3시반까지는기다리시나요들,1
내일은 오르겠지..,1
지금이라도 들어가말아여…,1
메가커피도 못사먹네ㅋㅋ 걍 탈출,0
제발 힘좀받자..,1
외국인은 도대체 언제 살까,1
또 한 1년 물려있어야하나...,1
기관이랑 외국인 싸운다 ㅋㅋㅋㅋ 기관 이겨라!!!,1
좀 심한데?,1
방금 평단 넘었는데 뺄까요...?,1
나름  국장  유망주라고 생각하고  투자한 결과  제길  11월5일까지  금투세  폐지 안하면  국장  두번 다시  안온다,1
오만전자에서 벗어날수가 읍나 원금만 대면 바로 튀고 싳다,1
고스피는ㅈ답이없네,1
상한가!,2
복권 명당이라고 해서 왔습니다,1
개인이 3일이상 매도한건 몇개월만이네요 드디어 개인 신용물량 풀리나봅니다,0
잘버티나했더니... 흠 🤔,1
금투세 도입되면 이거보다 더 떨어짐 ㅋㅋㅋ,0
"아니 딱 5퍼만 먹을라카도 
그 5퍼도 못가냐 이건..?",1
이게 자사주매입인가요?,1
"G20 국가 중 주가상승률 꼴등을 기록한 국장이 이지경 된 이유 중. 정치권 누가 더 큰 잘못이 많을까요. 사실 둘 다 모지리들이라 생각하지만
더 문제가 많은 곳이라 생각되는 곳을 선택하세요.",2
치킨값 벌었다 ㅎ,1
개미들 또 속았네요..외국인농간에 물량 다털렸네요..,1
ㅇ,1
주식이 왜안팔리징,1
난 진짜 여길 들어오지 말아야지....c8 여기 얘기듣고 사팔사팔하다...맨날 이꼴이여,1
음전했네..,1
"오를일만 남았구나 쭉쭉 가자
찔끔찔끔 말고",2
이게머꼬 바로 떨어지노,1
끝날때까지 끝난게 아니지💞💞,1
1차 구매 끝났고 5만원대 진입하면 2차 구매 해야겠네여,1
"장초반 빠진 외인 다시 들어왔네요
123만 대군 이끌고 ㅎ ㅎ",1
굳뜨,1
가주아!!,1
역시 전자 너는 바뀌질 않는구나..,1
외국인 또튀네,1
오올~6만전자~,1
네이버 게시판도 그 모양이던데 어디든 똑같네요,2
8만 올줄알았는데 🥲,1
하 ..,1
야 맛있게익었네 곧 먹을자린가봐,1
내일 조금더 사봐야하나,1
에휴 닌 그냥 내가 숨김 처리함,0
대호황!!!!ㄷㄷ,2
9시가 무섭다 ㅋㅋㅋㅋㅋ,0
국짐당 선거 밑천 땜에 우하향~      선거만 끝나면 8만간다!!!,1
5만원 아래로 가지만 마라,1
그때 삼전만 안 샀더라면... 오늘 빼빼로를 100통넘게 샀을텐데,1
"계속 내리막
ㅡ.ㅡ  돈 생기면 모아서  사고
정말  일개미다 ㅠㅠ 😭",1
대단하다..  리더가 없는 회사  ㅠㅠ,1
있으면 좋겠습니다,1
아직 외인 한참 더 던지겠구만,1
5만원 오면 사준다 ㅋ,1
ㅋㅋㅋㅋㅋㅋ,1
아이쿠 … 그래도 53은 지키고 싶은가보구나,1
안녕하세요. 좋은 아침입니다 혹시 지금 토스 앱 저만 이상한가요?,2
.,1
개미들은 돈도 많아...,1
아 이거 ㅈ되겠는데,1
한달내내 팔아도 아직도 남아있단  말인가,1
"적어도 지금은 아님 
너도나도 싸다고 생각하는데 
개인들 투매나올때  더떨어지리라 봄 
그때 외인 받아먹을거같은데
이거  6만 전자도 쉽지않을듯",1
62층오면 곱배끼로줄게 개굴,1
계속떨어지는것도 신기할 지경이다,1
"120이평선 아래로는 안흐를거같은데 지금 들가는게 맞지않을까...,",1
이거 진짜에요? 나 믿을 수가 없어,1
실적 95.7프로 감소  14년만에 최저,1
"오르는 이유?
싸니까 오르는 겁니다^^",1
>_<,1
엄청나게사뿌네 자사주매입이가?,1
"삼전꺼 다빼고 엔비 넣긴했지만 이런실적?
10만전자까지 가즈아",2
오늘은 장마감때 떨구니까 그때 매수할 사람들은 사세요,2
3년버티고 드디어 양전 감격이다>_< ㅋㅋㅋ,2
지금부터 소액씩 분할,1
망했냐?,0
며칠전에 5.6에 매도걸고 깜빡한 내 자신이 밉다.,0
이 개잡주… 그냥 손절액 적을 때 손절했어야 했는데…,0
"아직도 추매...할 생각이 들어?
관망혀~  추매 손꾸락 잠시 치워두고",0
올라가라,2
6만전자 다시가나?,1
내인생같구나,1
굳,1
"떨어진만큼 오르면 말도 안하지만
떨어지고 쪼끔오르면 좋아하는 애들이 문제다",2
다시진입,1
"내가 현직에 있다...
사지마 ㅋㅋ 직원들 근면성실은 사라짐",1
개미들만샀네 내일 6만가나ㅋ,2
4만전자까지는 안될꺼같은데,1
불확실성 해소~ 내일부터 쭉쭉 달려보자,2
배당금 챙겨야지,1
확좀 올라랏,2
"교육감 선거보고 아직 멀었다고 생각한다
더 내려갈거라고 ㅋㅋ",1
외국인은 왜 팔고 기관에서는 사는건가요?.?,0
그게더 수익높아보이는데?,2
제 판단 어땠나요?,1
단타에 맛들인 기관들이문제~~~,1
3개월동안 외국인 순매도 8천만 ㄷㄷ,0
이제 날아가나.10배.100배,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"삼성 주식을 보면 첩자 뭉 소De가리 가 생각나서 열이 받는다 .ㅠ
이리될줄 알았지.",1
"코스피 2450~2500사이 추매타이밍

빠진김에 63000까지 내려와라

65000지지하겠디만",0
큐큐,1
"진짜 국장하는 사람들의 심리가 무엇인가요?

돈버리러 온건가요?",1
다팔고 닉스로 넘어 오세요,0
"파티모집해서 대규모 소송 때려서 기업한테 돈 다 받아내던데 
법이 주주들한테 유리하게 돼있는데 
법정다툼 하면 더 불리해지니 걍 합의해서 잃은돈 다 주고 치움",1
"평단 7.3 
-80만원인데.. 이제 그만 놓아줄까요 ? 넘모 슬퍼버리자너 ㅠ",1
평단가 딱 63층인데 어떤가요?,1
더 내려오네...,1
또 그놈의 선반영인가,1
"200주에서  100주빼서 단탸해야나 .
이거 6만까지 언제갈라나",1
외인이 삼전 팔아 닉스사네...,1
"장 마감까지 58,000 만들어놔라",1
그래프가 왜 이래요,1
ㅋㅋㅋㅋㅋㅋㅋ얘 왜삿을까,1
"5만이면
감삽합니다하고사야지ㅋㅋㅋ
이미먹고있음ㅋㅋ오를줄알았다ㅋ",1
찐짜  답이 없겠다  대형주를 3년갖고 있어도 옷팔면 답업는것 아니가요 휴 ~~,1
오늘도 88천장 3번 맞고 팅겨내려오고 끝나겠네 ㅋ,1
국장을 너무 쉽게 봐부러쓰. 손절하고 이번엔 쪼금만 재진입! -_-)+,0
"이런날도 있는거죠 쌤전~ 
전 이제 탈출 완료~^^
오늘을 즐기세요",0
"기관이나 기타법인은 줄곳삿으니
어느정도  팔아야  장사되겠죠",1
.,1
압!!! 외인 또 파넹;;;,1
#,1
"얘들아 불면증 있으면 
삼전 차트봐라 잠이 솔솔 온다",1
삼전승,1
전tothe쟁,1
"시드 반토막 나기 시루면 지금이라도 손절해라
형이 주는 마지막 경고다",0
엔비 겨우 익절하고 나왔더니 이런데 물리네...,2
개미들이여! 4를 기다려라! 4는 무조건 옵니다!,1
안팔리넹~~~,1
빨리4만 무너트리고 다시 올라오길,2
배당락 언제예요?,1
달달허냉,1
드뎌 6만시작이넹,1
"얼음!!
나는 이 주식을 사봤다구요",1
와 7만원으로떨어지는거보고 이때다 샀는데 ㅠ,1
가즈아 8만 ⏫️,2
"남들 욕하고 망한다 할때 조금씩 모았는데 수량이 
아쉽네요ㅎ 얼른 6만 뚫기를~~가즈아",1
