text,label
"요즘 삼성 고위직 의사결정에
문제가 많은듯 ㅜㅠ
예전의 삼성으로 가즈아
기술개발의 초심으로
64K DRAM을 했던 초심으로",2
6만전자하믄 삼 ㅋㅋ,1
엔비 덕도 못봤는데 떨어질때 같이 떨어질라나?,0
잘한다잘한다잘한다,1
"과거의 삼성이 대단한거지

미래의 삼성은 현대에게도 밀릴거같어",1
테슬라 물타야되서 팔아버리기 ~,1
왜 사는거임 ㅎ,1
쌈송형 힘좀내봐,1
내일걱정되서 들어와봄 흑흑,1
재용이형 감옥좀가,1
잘버티네?,1
"노조 파업좀 열심히 해라 ㅋㅋㅋ
회사 운영 힘들어져야 생산 감원하고
백수 노조 되자 ㅋㅋㅋㅋ",1
삼전아 안녕,1
급락 하겠네요 내일,0
죄송하지만 오늘 불기둥 한번 보여주시면 안됄까요?,2
ㅇㅇ,1
얘는 왜 안오르는거임? 뭐가 문젠데 !!!!!!!,1
가치투자를 하세요!,1
집 나간 개미들 미장가서 고점에 물릴듯,2
팔고 봅니다 ㅆㄹㄱ 주식,0
59에 안착하면 다행이지,1
생각보다 안빠지네?,0
누구 놀리나 ㅋㅋ,1
장투가 답이다,0
안뚤린다 안뚤려...,1
누구냐 자꾸 6만 안착 못하게 자꾸 500원 밑으로 떨어리는 놈,1
88000이 저항선인가요?,1
난 안되겠다 글러먹었다 걍 주식하면 안될 손인가보다..,1
오늘시장이 꽤조용하다,1
줄 때 탈출해,0
당분간 56000원대 횡보할듯.. 그래도 밸런싱이 맞는듯,1
아무리 짖어도 삼성이야,1
"55층이 저점이엇나ㅋ
53층올줄알았는데",0
"저는 손절치고 나갔지만 다들 성투하시길바래요 흑흑

아랫분 말씀처럼 재능이 없긴한거같습니다😢

한마음 한뜻으로 모두 부자되시길 바래요!
삼전 떡상 가즈아~!📈📈📈📈📈",2
이거 외인들만 좋은일인데;;,2
물 타며 버틴다,1
오늘은74000원 까지만,1
4만전자가 멀지 않았다 하,1
오늘 73000오냐,1
이 와중에 외상 3.3배 가능... 토스야 얼마나 많은 사람들 한강으로 보내려고 그러냐...,1
"오늘은 57,400원에 매도 할거야
아님 배당때까지 기다림",0
오늘도 혼자 빌빌대는중,1
가자가자가자가자...가즈아,2
다시.내려 가는구나,1
뭐가 더 저점인가,0
국장이라..,1
"지금 세력들은 개미 태울려고 합니다

아직 바닥은 아닌걸로..",0
지긋지긋하네,1
떨어지면 다시 옵니다~!,1
"8만 보기만해도 감동이다 ..9만되면
눈물 나것네",1
5만 초반에 다시 진입해보겠습니다,1
3년 진짜 길었다...,1
오… 이건 사야된다,1
"기대장이라해도

삼전은 일보후퇴 무시못하니 수익보면서. ㅎ",2
외인이 들어온다,1
"사들이는 이유가 있을 거 아니에요
딱히 없고 걍 싸서 샀다고요? 돈 잃으세요..",2
너희는 살아라.. 내 무덤은 여기다,0
가즈아,2
"삼전에 묶인분들 안팔고 오래 보신다면 내후년에나 이익전환하실듯
저는 못참고 손절했지만 언젠가는 다시 돌아올겁니다. 삼성은 분명히 가치가 있고 방만한 경영도 어느정도 시정하려는 움직임이 보이고 자사주 매입하는 사장단들도 어느정도 책임지겠다는 의지로 보여지는게 제 견해입니다. 

이렇게 하나 하나 단추를 맞춰가는게 보여지는 기사들을 보면 내년에 신호탄이 쏘아 올라가지 않을까요? Hbm4에 대한 제 기대도 몹시 긍정적이다 라고 말씀드리겠습니다. 다만 고질적인 파운드리 수율과 만성적자, 아직 해결되지 않은 엔비디아 hbm3e는 지속적으로 주가의 영향을 주는 요소이기 때문에 이 문제가 조속히 해결되야만이 주가 반등의 신호탄이 될거라 생각합니다",1
박아요잇,1
오늘은 꽉들 붙잡고 있는거 알제? 광복절 기념 빔 쏟다,1
도대체 무슨 경우일까..,1
"시드있으면
물타고싶은데 없네ㅜ",1
63층에 사람있어요 더 올라가주세요,2
삼전은 8만원이 한계...올해안으로 9만을 볼수있을지?? 만 3년을 기다렸는데,0
이렇게 개인만 사는 것도 신기하네요 ㅎㅎ,1
"외인이랑 기관 빠지는거 보면
일부 털고 다시 들어갈 타이밍 보는듯 한데
흠…
얼마가 제일 적절하려나..",1
0프로 주차 해야겠지?,1
부자다,1
형님들 평단이 우찌되시나요,1
Asml 실적 발표가 2시인데 그이후 반도체 관련 종목들 다 하락중이네요,0
ᆢ,1
외국인 매번 종가에 사는 거 보면 그냥 종가 배팅 하는 거 같네요. 당분간 주식창 꺼야겠어요 힘들 내라고 말도 못하겠습니다. 손자까지 물려주실 거 아니면 정말 국장은 하면 안되겠네요. 주주 환원은 중국보다도 낮고 박스피는 십년은 기본이고 지금 주가가 어떻게 2019년 가격과 비슷한지도 이해가 안되네요. 메모리 하이닉스한테 주도권 뺏기고 파운드리는 소문만 무성하고 수주 찾아왔다는 소식은 전혀 들리지 않고. 삼전은 그냥 외국인과 기관들의 단타용 놀이터에 불과한 거 같네요. 이재용은 정말 마이너스의 손이 맞습니다. 메모리 가전 파운드리 가전 뭐 하나 1등 하고 혁신을 이끄는게 전혀 없네요.,2
세일할때 구매,1
와 한 1년전에 삼전 삿엇는데 얼마전에 86000웡까지 올라간거 몰라서 못팔앗는데 다시 내리 꽂네 ㅋㅋㅋ,2
너~~~~~~~~~~어~~~~~~~~~~~~,1
7만2천원까지 내려갈 듯 …..,1
개미승,1
호호 쭉쭉가자,2
쏘네요 오랜만이네요 타신분 좋겠다 전 내렸는데,1
내가팔면오른다 절대 팔지말자,2
올랴 갈거랑 믿오야디옹,1
삼전이 이모양인데 코스피는 올랐네?,2
삼전오늘부터 엑셀밟고 달려갑니다,2
오만전자,1
기즈앜ㅋㅋ 5개월 기다림,1
일류기업같은소리하네 ㅜ 존버를해도 별다를게없다,1
삼전이 이럴수 있다는게 놀랍네!,1
단타 칠거야~,1
형들 우리가 언제 기업 벨류보고 국장 했음??? 새삼스럽게 왜그래 그냥5만전자오면 풀매수하고 8만전자오면 뒤도돌아보지말고 팔어 8만전자 안올거같아? 여기 국장이야 벨류분석? 다 부질없어 삼성이야 형들 8만전자? 딱 일년본다.,2
"팔고나니까 귀신같이 오르네요..ㅋㅋㅋ
그래도 삼전에서 손해본거 애플로 넘어가서 70% 복구됐습니다. 힘들게 버티신 주주님들 이 상승세 타서 좋은 결과 있길 바라겠습니다.",2
진짜 흉악한놈이네,1
"언제 사뒀지...
지겨워서 걍 털고나간다",2
산 내가 병x이지,1
ㅋㅋㅋ,1
인플은 첨달아보네요. 많은 도움이 되셨길^^,1
🎭,1
"이번달 말 설연휴로 거래일도 줄어드는데

5.7은 꿈의 숫자겠네 ㅋㅋㅋ 호재없으면",2
찬양하는나라만들어둘이사던가. ^^^^^,2
"ㅋㅋㅋㅋㅋ망했다ㅋㅋㅋㅋㅋ
73500까지 왔네??
더 떨어지겠는데?",0
나갔다가 다시 들어올깡~~,1
삼성 Super Sale!!!!,1
난 1주 밖에 없지만 국장이건 미장이건  시총  높으면 방구석 애널리스트 개많네 ㅋㅋㅋㅋ,1
59000원에 다시 올려놔라..,1
"비행기 타고 가다가 보여서 잠깐 들렸습니다
클린스파크/마이크로스트레티지/로빈후드/코인베이스/테슬라/팔란티어 
처분하고 늦기 전에 오세요",1
"어디 화장품 회사라도
인수를",1
"아파트 전세 놓고 삼전 투자자 큰일이군
세입자 나간다면 보증금 내놔야하는데...
그래서 투자는 여윳돈.",1
가즈아!!!,2
가자가자삼전,2
"5만전자다
5만원에 추매",0
지금 호가창에서 가격 변하고있는건 뭔가요?,1
오예 오늘 매집 가즈아,2
매일1주씩 사는중,1
여윽시~,1
5만전자 오면 산다,1
"이제  삼전이  다시6만7만전자로 돌아오는구나~
괜히 쫄아서 손절했네  다들 익절합시다",1
"삼엽충 탈출하고 나스닥으로 옮겨갔는데...
조건매도 12프로에 올린게 팔리고 etf도 3프로 오름 요즘 나스닥이 떨어지는 추세지만 골이 깊어서 수익은 코스피보다 훨씬 큰듯 ㅋㅋ",0
배당락인거 상관잇는건가요...? 지금 반등이..,1
"범죄자 국개들이 판을치니
주식은 개판이 되는구나!",1
10만전자 도대체 언제가냐...,1
정찰병 참 고생이많아,1
ㅇㅈㄱ,1
할말이 없게  만드네요  ㅎㅎ,1
아직도 국장 그것도 삼전하는 흑우없제 ㅋㅋ,0
잘버티네,1
시원시원하게 오르자,1
감개무량합니다,1
인자 드가면 되나?,1
"다음 진입은 5만언 초에 해야지
올라도 좋고 떨어지면 줍고~",2
개잡주,0
87000 이네 보니,1
-21퍼 손해 금약 200만원 지금이라도 팔아야되나요 내일 팔릴까요,1
ㄷㄷ 매수타이밍이긴 허네,2
"어지럽게 디게 촐싹대네
팽 그자리면서..",1
"선대회장님 머라드노 재용아 
마누라 자식 빼고 다 바까라!",1
제발 6만원 보여줘,1
55가자 그냥,2
시간대비 효율이 너무 안좋아,2
삼성의 문제점 여기저기 귀동냥해도 경영진 문제라고 판단되네요... 이거 오래갈거 같은데요..  참나...,1
"음...한번 위로 튈것 같다는 긍정회로 돌려본다..
오늘 한번 튀어보자",1
이거어디까지올라가는거에요?,2
여긴 곡소리나네,0
머냐....사고나면 더 떨어지네..ㅡㅡ,0
개같이 반등해서 어제 가격이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
주린이ㅋㅋ처음으로 쩝쩝,1
주린인데 2년전 86층 존버 하고 있는데 얼마까지 기대해도 될까요,1
20주이상은 티비 한개씩 주는거 어떰?,1
물어나봅시다 미장 코인으로 돈복사 하고 있는데 왜 여기서 시멘트 날르세요?,1
"외인:   -359만주
기관:   +11만주
개인:   +341만주

오늘은 개인이 우주방어했네요

고생하셨습니다",1
재명세 위력이 대단하긴 하네,1
레전드 무빙,1
그래도 오늘 고점에 잘 탈출한듯,1
10만원 갈까요?,1
"현재로써 제약주  강세군요
곧 제약주 약세일때 반도체주 상승하겠네

단타 진입은ㄴㄴ
한없이 주식은 내리는거 없으니

곧 오릅니다.",2
"월요일
삼전도 인텔 영향이 있을듯합니다.
그렁 주말들 잘보내세요.
테슬라...  에휴.",0
은행 이자보다 많이 쳐주잖아?ㅋㅋㅋ 돈 벌거면 단타 쳐라 아니면 조용히 관망해~,1
십만전자 갑시다,2
또떨어지네,0
이제 6만 5천 가즈아~,2
소소한 수익 감사합니다,2
15 만 가즈아!!,2
"오늘 금투세 

어찌 되나보자 

금투세는 무조건 개미들 무덤 이다 

시행 하면 수직하락 ㅋㅋ",0
달달하게 먹고갑니다,2
오늘기점으로 몇 주내 상한가 6.5 이상 예상,2
"75,000원 안착해서. 내년 8만원으로. 고고씽 ~",1
배당금 몇일에 들어오나요?,1
이럴꺼면 상폐 해라 아 ㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ,1
...ㅠㅠ 왜그렇죠?,1
"오늘 종가 61,500원 이라 말씀드렸습니다",1
또떨?,1
죽고싶다 ㄹㅇ 내손 내감 반대로하면되는것을 시이방,1
9에사서 3년뒤에 오겠읍니다..,1
회사 분위기릉 봐도 못 들어가겠다,1
얜 왜이래요.. 고구마.. 🍠,0
"오늘도 83,000원에 매도 걸어 두고 기다림~",0
"나스닥은 지금 연말랠리 중이던데
삼전은 힘이없네..",1
가즈아,2
올라가자,2
"포기하고삽니다
이제서 야 숨을쉽니다",1
뿌리가 깊으면  바람에ㅇ흔들리지 않아요  걱정 말아요 우리 모두 힘내요 화이팅  끝까지  가는 사람이 살아남아요  화이팅,1
"시간외는 55,200원인데 호가창에는 현재가(53,500원)부터 매도수 대기중인데 뭔가요?",0
넌 왜 떠 겨 내려오냐 허 이늠보소 파리에 잇는 선수단한테 기프트도햇담서 선행을 보고도 이러하단 말이냐...,1
57뚫었다,2
"평단 5만원대는 아직 든든 안심 그 자체일듯 ..








응 하루만 기다려 -",1
"거래량도 영 거시기하고

별로네 오늘",1
"소량 매도 떨어지면 추매
8만가면 반절매도",0
평단68.2정도인데 몇타치죠?,1
다시 올리는거 보니 개미털기네 오늘 삼전 vi 걸고 레전드 한번 찍자요.,0
다시 매수중,2
"멈춰!
    느
어     정
             도
                 높
                    이
                       까
                          지
                            내
                              려
                                가
                                   는
                                      거   요?
                                         에",1
"드디어 7만전자~~~
기다린다 8만전자 그날을~~",1
다팔아라 햄버거 삼성은애국자기업이다 외국안가는,0
승자는 안봐도 뻔하지만 조만간 판가름나겠지..,1
삼전은항상 안전자산이니 천천히가즈아,2
4만전자 납시오오오오오,1
"현재와 그리고미래 현재어려운건맞지만 주주들도 돈이지금필요한사람과  미래에필요한 사람은 기다려서수익을창출할수있을거같다 

다른나라도 마찬가지지만 회사는 현재에 머무를수없고 높은곳을향해 전진해야만해  혁신이되고  발전할수있는 회사가 된다  삼성도 힘든시기지나면 세계최고의 전자회사가될거라고  믿는다 연구진들과  그곳에서일하는 전자직원20만명이  피땀흘려성공할것이다",2
"오늘 종가에 던진다. 
8만 7만일때 안던진 나는 신이야 신!!!  ㅂㅅ!!!ㅜㅜ",0
아.... 넘 깊어져버렸넹 ㅜㅜ,1
고만돠네 살까말까 ㅎㅎ,1
"정말 미장이 답인듯 … 국장은 다 퍼랭이 인데 
미장은 거짐다 수익중…",2
"이정도면 올라왔을때 팔아치우는 사람들이 많아서
악순환예상되네요...
.
.
평단만와라 나도 그중하나",2
"3년묵은 장 분할매도
팔러가유~유유후~~~
니나노~~♪♬",0
".
.
.
.
.
.
.
.
있겠니? ㅋㅋㅋ",1
과연~~~~~,1
"주가는 얼마로 내려가려나
보유현금이 많고 구조조정 때리면 회사가 30년 동안 망하진 않겠다만
지금 주가 유지할 일은 없을 듯
그렇게 삼전도 역사 속으로 사라지겠지
참고로 그 오너님은 삼성물산 대주주이시기 때문에 삼성물산 배당금 받을 생각만 하시고 삼전은 머리속에 있지도 않다네요~",0
"내일부터 쏠거 같습니다
안전벨트 단단히 조여 메세요",1
이 기세 유지해서 69층 가봅시다.,1
내가 왜 국장을 했을까.... 미장에서 번돈 국장에서 다날리네.... 내손을 자르고싶네....,1
이익은 항상 옳다,1
음... 좀 더 사야겠네요,1
10조 어치 하는 줄 알았는데..,1
좋아,2
또 오르나 안오르나,1
지금 들어가야하나..,1
다시 8만전자 간다는 뜻입니다.,2
뭔일이지요??  초반강세인데. ...,1
체결되는거 보면 신기함 ㅋㅋ 몇만주씩 쭉쭉 나가네,2
보여줘 애국,1
9월 배당 일정 안나오네요,1
나라읽은사람에겐미래가업읍니다.,1
"애당초 최고의 주주 환원책은 기술개발이었음
10조로 연봉 100억짜리 두뇌 100명을 10년 뽑는게 더 현명했을듯
걍 언발에
오줌누기",2
낼 반등 살짝 후 다시 떨어질듯,0
그냥 화가 남,1
"내가 36000원까지 간다고 했는데
모두 비웃더니 결국 가는구나",2
삼전 3만원대 오면 어떻게 하실건가요?,1
"엔비 5%상승시 SK사는게 국룰이네,,,,
또 농성한다네,,,정시라간 것들,,,,반도체전쟁인데 뭐하자는건지,,,",2
어제 익절후 재진입,2
오늘 개미들이 익절하고 빠져나가야 오른다~,2
사지말고 기다리세요,1
울마나님 8만에 입장해 1년이상을 맘고생 했슈...비나이다  비나이다^^,1
다들 행벅하세요,1
아 8층 넘었을때 팔껄….뭔 9층을 보겠다고 …..,1
버거형들 열심히 주워담네,1
ㅎㅎ,1
"삼전아 그래도 네임이 있는데
힘내줘...^^
아직은 -8.6%",1
"건희형 있었다면 지금 임원 다 짤랏다.
어디 하닉한테 쳐발리냐?
역시 오너는 카리스마 폭군이 한국에 
적합하다.",1
오늘 겁나폭락할듯,0
어라랍스터 왜오르냐~,1
오늘 2퍼까지 기대되노,1
매일 매일 신 저가,1
"와 54000,55000원에산사람도 있었을텐데.. 이렇게하락을",0
맞으면서 버티는구간...,1
미웡…ㅠㅠ,1
생각보단 안오르네,2
돈은없지만 방금잘산듯,1
59에서 언제 벗어날래 ㅜ,1
뭐야 왜이래 무섭게,0
"귀신같이 55방어 하는거보면 드는생각 없음??
아직도 모르겠다면 풀매수 해라 ㅋㅋㅋ",2
추매 왜 했지,0
"달러 환율이 고공일땐 국장은 
가급적 피하게는 상책",1
어제 잘턴듯,1
추맨,1
"오늘 메인뉴스 등장 하겠네 5만전자5만전자

”벌써 4만전자? 충격 두주들 아오성“",1
줄먹,1
쫌  챙겨줘 봐요...   저기여???,1
배당금 주잖아 한잔해,1
개미들이 버텨주는거에 감사 해야할 듯...,1
-0.15% 에서 +01.5% 사이 마감 예측해 봅니다.,1
이번 골짜기가 얼마나 내려가려낭,1
더떨어지겠네.....,1
Hbm찌라시가 사실ㅋ,1
6자 넘기가 넘 힘드네....ㅠㅠ,0
미국이 8조보조금 주는데 주가는 왜이래?,0
"# 삼전목표 25% 상향조정
월요일날 반등할까요",0
1프로 올리는게 이렇게나 힘드니 ㅋㅋㅋ,1
오늘 76에 올려놓고 마감!,1
아~~~~우~~~,1
탈출 해ㅛ어요,0
지금이니~~~팔자~~~~,1
떡상 기원 5일 차 🙏,2
8만전자 여력보소,1
"아직 올라가면 안대는데.. 금요일에 돈들어온단말이야 
4만 9천때 더살걸...",2
왜저래요 진짜 ㅋㅋ,1
올라아,2
희망이 없는듯,1
잘 좀 해라!!,1
삼성아 너는 정말 이대로 가라앉을레,1
지렁이 기어가네 ㅎ,1
사라 이제 살때다,1
장투나발이고!!!,0
삼전최고,2
55500원 지지 강력하네,1
"반도체는 대중무역 러시아 시장이 열려야 한다
천치바보 윤무식이 갔으니 삼성 오를 시점이 다가온다..",1
7층에 사람있어요 ㅠㅠ,1
에라이,1
찐반등인가,1
"혹시 여러분은 수익화 후 조정오면 다시 진입
아니면 그냥 조정와도 갯수늘리기 어디에 초점을 두시나요.?

익절 후 재진입시 수량은 더 많어질 수도 적어질 수도..",2
버거형 온다,1
8만가즈아,2
"주식 전부 10프로씩 빠지면 우짜라고 ㅠ 
-4000넘었다 ㅠ",1
내가 안팔았는데 오르네,2
ㅠㅠ,1
와 ㅋㅋㅋ 진짜 4만전자간다,2
걍 미국으로 갑니다 여러분 고생하세요 ㅜㅜ,2
"1000원오르고 다음날 1500원 빠지고..
500백원오르고 다음날 800원 빠지고..
이거 0에 수렴하는거 아녀?
미티네 진짜ㅠㅠ",1
하이닉스하고 변동 폭의 차이가 많이 나는군요. 따라가질 못하네요.,1
4만전자 가즈앗,1
오늘 오후장에 크게 오를거같다.,1
걍 버립니다 이게 답임 ㅅㄱ,1
배당받고 날아보자💪,2
말 했 재 ~,1
8만전자 ㄷㄷ,1
하루2주씩 일주일10주씩 차곡차곡 모아간다..,2
"왜 갑자기 떨어졌나요 이유가 있나요

그냥 삼전이여서 그렇다는 말 말구요",1
곡소리 나는거보니 이제 오르려나,0
"안사도 그만이다 

49000원 위로는 이 뿌없는 개잡주 살 마음 1도 없다 

차라리 몇주 못사는 한이 있더라도 미장 가서 TSMC(ADR) 산다",0
걍 팔았어야 하는데 하,1
"삼전아, 명성에 걸맞는 모습을 더더더 보여줘
형아,점심 좀 때릴게~♡",1
장난질 보소,0
살아생전에 탈출못할것 같아요 자식에게어케. 물려주나요?,0
7만가주라 ㅠㅠㅠ,1
ㅠㅠ,1
4만와바 올인가게,2
5만원때까지 떨어진다,1
7만까지 버텨!,1
잽으로 대응,1
6.5층쯤은 어떨까요?,1
큐티재용 믿고있었다구,1
40.000전자간다,2
오너일가 주담대 받아야되서 자사주 매입 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 역시 그런거였군,1
그만 올려라,1
금리동결했네,1
대 황 전 자 ! ! !,1
아니 이건 하루는 기관이 사고 외인 팔고 하루는 외인사고 기관팔고 뭔지-랄들이냐,0
뽕짝이구나 어디까지 가는거냐,1
좋네 더 안내리겠다는 의지,2
내일 삼전 다시 4만전자 찍을 가능성,1
지금까지 마음고생 심하게 했는데.  9만전자까지 힘을모아. 큰 결실을 얻어으면 좋겠네요~ 가정에 큰 보탬이 되길 빌어봅니다.,1
오늘 잘올라가네..ㅋㅋㅋ,2
넘질못함.,1
외인또 털었다ㅋㅋ,1
ㄷㄷ,1
월요일 30퍼 상한가 치나요?,2
이게 좋은 선택이었다고?,2
정찰병,1
8주 정찰병 투입,1
니네가 인간이면 자사주 소각좀해라,1
"이런저런 테마주, 특징주하다보니 매번 신경쓰이고 배당금도 없고해서 삼성진입하고자 하는데.. 지금 괜찮을까요?",1
7.2뚫고 올라가보자~,2
"뭐 삼성 실적이 어쩌구 전망이 어쩌구?
국장에서 그런거 따집니까? ㅋㅋㅋㅋㅋ
어차피 외인들 놀이터 돈놓고 돈먹기 도박장인데ㅈ",1
이걸 찍어서 올리는데 다시내려오네 ㅆ,1
이야 오르긴 했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
따라파는사람이더문제요,1
결국 여기까지 왔네,1
결국 공기 안좋은 지하세계로 들어가셨군  윗공기 좋은디  굳이 땅속  지하로~,2
"악재 다 쏟아내고 제이피모간 다 팔았다
이제 억지로 떨구는 세력 없다",0
"실망이 큰 하루
77087 / 8주",1
앞자리 4보겠는데,1
개미털려고. 외인들 엄청애쓴다,1
제발 좀 가보자,2
퉷,1
레스기릿 ~,1
삼전 69 깨지면 매수하겠습니다. 그런데 안깨지면 더 좋아요. 지금 계좌 3개에 평단 다 다른 삼전이 있음…,2
낼 상치나요,1
간다간다 76만가. 알간,2
다들 눈 시퍼렇게 뜨고 관람중 ㅋㅋ,1
넘빠진다,0
"너무 찔끔찔끔 가네
이렇게 가다보면 올해안에 6만 7만도 가려나?",1
팔만 깨버려!!!,1
회사를 지켜줘 재용이형!,1
물타기해야하는데… 올라버리눼,2
주식 종토방이 아니라 정치 커뮤네요,1
"71억 있으면 영주권 구매할바에 영국으로 가서 이민자로 살거나 총기불법이라 가장 안전한 한국이나 일본에서 살지 누가 미국에서 살고싶어하냐 조금만 서로 사이나빠지면 총에 맞을지도 모르는 나라에.... 데헷~★ . 

미국은 총기불법화 되기전 까진 살기좋은나라 1위는 절대 불가능하다고",2
안 살것 같으면 개추ㅋㅋ 일단나부터,1
사실 미장 많이들 하시는데 미장 신규 투자 예정인 분들은 달러 약세일때 투자하시고 강달러 일때는 안하시는게 맞음 금리인하가 그 시점이 되겠네요,1
"빅쇼트가 도래했누..
그래도 아직까진 푸근…",2
추매각주자,0
주가하락은 계속 이어지는군요.,0
"고점 찍고 떨어지기 시작한 올해 여름 이후 자사주 매입과 우주의 기운이 모인 오늘까지.
이놈의 차트는 오르는 것을 거의 본 적 없다.

이제 미국의 금리발표를 하루 앞 둔 오늘.
바람과 매서운 추위가 내 패딩을 때린다.

폭풍전야.

커뮤니티에서 삼전을 비웃던, 지금도 비웃는 이들에게 반박글을 달지 않았다.
니들이 허접한지, 우리가 허접한지는 결과가 말해줄 것이다.",2
동학개미운동 가즈아,2
오늘 언팩이라 기대했는데..,1
저도 삼전 빨강 보고시퍼요,1
코스피도 오르고 하이닉스도 오르고 하는데 이렇게 상승이 안되는건 확실히 삼전이 참 어려운 상황이긴 한거 같네요 제발 이 위기를 잘 넘겨주었으면 좋겠네요!,2
허허,1
오늘,1
"코스피 지수가 너무 않좋은데...?
오늘도 장마감까지 지켜봐야함..",2
와 8만전자,1
개미에게 국장은 뭐다?,1
마지막에 떨구는거 킹받네,1
